listings;url;guests; bedrooms; beds; bathrooms;room_type;price;host_name;reviews;stars;location;latitude;longitude
"""FUNTASTIC""Hostel in the Centre:   Stage";https://www.airbnb.com.ro/rooms/37103158?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588160730_t4mVWMsfewgBpYu2&guests=1&adults=1;10;1;1;1;Shared room in the apartment;81;George;18;4.67;Brasov, Romania;4564293;2559111
"""ROOM 88"" Unique Experience Location and Lightning";https://www.airbnb.com.ro/rooms/39272931?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588066417_hwND5Qtw3pn7PA0c&guests=1&adults=1;4;1;1;1;Entire home;215;Tudor;34;4.91;Brasov, Romania;4563993;2559325
2   Spacious & Modern Apartament;https://www.airbnb.com.ro/rooms/39502159?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&previous_page_section_name=1000&federated_search_id=70821c51-f637-401b-94c8-ae36ca600b71;4;2;2;1;Entire home;140;Costi;5;5.0;Brasov, Romania;4567176;256098
4-5 apartament;https://www.airbnb.com.ro/rooms/30854683?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588083837_av2HmV1W9r1uVtmk&guests=1&adults=1;4;2;2;1;Entire home;121;Nicu;0;0;Brasov, Romania;4564067;256102754
5 Stars luxury 1;https://www.airbnb.com.ro/rooms/40392854?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588061809_elfgDKkc8MI%2F%2BBs0&guests=1&adults=1;2;1;1;1;Entire home;131;Marius;12;4.83;Brasov, Romania;4563885;2563439
92 Castelului - one   apartament;https://www.airbnb.com.ro/rooms/39247207?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588242670_6fUD31B%2FSgoSN%2FNm&guests=1&adults=1;4;1;1;1;Entire home;257;Vlad;10;4.60;Brasov, Romania;4564014;2559208
A night in the Museum of Living in Communism;https://www.airbnb.com.ro/rooms/37375840?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588245031_WZduMKEYYjLLGM98&guests=1&adults=1;2;2;2;1;Entire home;257;Raluca;3;5.0;Brasov, Romania;4563568;2562763
Ada Old Town Apartaments no 7;https://www.airbnb.com.ro/rooms/37008313?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588242584_eDVlGK7hBpB46q1I;4;1;2;1;Entire home;200;Andrada;9;4.67;Brasov, Romania;4564426;2558939
Ada Old Town Apartment 3;https://www.airbnb.com.ro/rooms/37516728?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588158297_SJdG1BryuIdpXB6o&guests=1&adults=1;4;1;2;1;Entire home;170;Andrada;33;4.76;Brasov, Romania;4564426;2558939
Ada Old Town Apartments no 6;https://www.airbnb.com/rooms/37013646?location=Brasov&check_in=2020-07-10&check_out=2020-07-11&previous_page_section_name=1000&federated_search_id=3ea7763b-0b08-4fe4-8f0e-0bb1e99b2661;3;1;2;1;Entire home;200;Andrada;21;4.98;Brasov, Romania;4564426;2558939
Adriana;https://www.airbnb.com.ro/rooms/41489971?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588233871_4NwUU6MxWAxeVjmX&guests=1&adults=1;2;1;1;1;Entire home;266;Adriana;1;0;Brasov, Romania;4567363;2561117
Alessia Home;https://www.airbnb.com.ro/rooms/41369702?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588147237_di5uZx80vTecqX3C&guests=1&adults=1;2;1;0;1;Entire home;145;Chiforiuc;4;5.0;Brasov, Romania;456786;2561081
Alexandra's Home;https://www.airbnb.com.ro/rooms/34451161?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588140421_ndu7SgKPVtL533gO&guests=1&adults=1;2;1;1;1;Entire home;58;Tansanu;26;4.92;Brasov, Romania;4564815;2560504
Alexandra's 1;https://www.airbnb.com/rooms/42726191?location=Brasov&check_in=2020-07-10&check_out=2020-07-11&previous_page_section_name=1000&federated_search_id=3ea7763b-0b08-4fe4-8f0e-0bb1e99b2661;2;1;1;1;Entire home;100;Alexandra;2;0;Brasov, Romania;4564218;2557743
Ali Apartament's;https://www.airbnb.com.ro/rooms/38985391?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588140658_7qTBq49%2FZfGmSvA2&guests=1&adults=1;2;1;1;1;Entire home;142;Uricanu;1;0;Brasov, Romania;4563899;2562911
Apartament Diac Brasov Center;https://www.airbnb.com.ro/rooms/28219326?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588161364_HgsptrXcZcB1apTN&guests=1&adults=1;6;1;2;1;Entire home;121;Laura;45;4.58;Brasov, Romania;4564965;255993
Apartament Eden near Coresi Mall;https://www.airbnb.com.ro/rooms/42696014?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588093991_aN6LUak1EgodTZkL&guests=1&adults=1;2;1;0;1;Entire home;150;Rania;0;0;Brasov, Romania;4567568;2560875
Apartament Karina;https://www.airbnb.com.ro/rooms/40745784?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588245473_oZld6cr3wd2wqazS&guests=1&adults=1;4;1;3;1;Entire home;178;Marius;2;0;Brasov, Romania;4565064;2561946
Apartament nou, curat si confortabil;https://www.airbnb.com.ro/rooms/41863085?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588093931_AtMrws%2FU%2F41NBLp3&guests=1&adults=1;4;2;3;1;Entire home;232;Moisa;1;0;Brasov, Romania;4567644;256078
Apartament Romina in the Old Town;https://www.airbnb.com.ro/rooms/7307207?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588082222_VoqENz1xMLgU1WZr&guests=1&adults=1;5;2;2;2;Entire home;194;Romina;10;4.90;Brasov, Romania;456592;2558492
Apartament Valentina;https://www.airbnb.com.ro/rooms/29307774?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588082106_RUPaedniwdfNOrln&guests=1&adults=1;4;1;2;1;Entire home;169;Valentina;4;4.67;Brasov, Romania;4565544;2559114
Arina's apartaments 1;https://www.airbnb.com.ro/rooms/41417255?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&previous_page_section_name=1000&federated_search_id=6f758d0c-f138-4e96-890b-bf9955b84e27;2;1;2;1;Entire home;200;Arina;1;0;Brasov, Romania;4565195;2558418
Arina's apartaments 2 ;https://www.airbnb.com.ro/rooms/41906045?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588237194_WJL6GOLmUbKWq%2Bk0&guests=1&adults=1;2;1;2;1;Entire home;175;Arina;0;0;Brasov, Romania;4565236;2558441
Arina's apartaments 3;https://www.airbnb.com.ro/rooms/31213646?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588067032_5E7fZddl5Va1F2gT&guests=1&adults=1;2;1;1;1;Entire home;160;Arina ;5;5.0;Brasov, Romania;4565236;2558441
Arthea Apart;https://www.airbnb.com.ro/rooms/42601782?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588228008_v%2BgzmHWi%2BoJ%2FVDKA&guests=1&adults=1;4;2;2;1;Entire home;220;Bb;0;0;Brasov, Romania;4566403;255835
Atico - Three   Loft with Terrace & Parking;https://www.airbnb.com/rooms/40497943?location=Brasov&check_in=2020-07-10&check_out=2020-07-11&previous_page_section_name=1000&federated_search_id=3ea7763b-0b08-4fe4-8f0e-0bb1e99b2661;7;3;4;3;Entire home;286;Sorin;28;;Brasov, Romania;4566254;2559508
Aura's Home;https://www.airbnb.com.ro/rooms/26326113?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588146881_TLa14W6NRo97%2FsnU&guests=1&adults=1;2;1;1;1;Entire home;138;Bogdan;25;4.96;Brasov, Romania;4565094;2559319
Awesome Location with a Gorgeous View;https://www.airbnb.com.ro/rooms/24890036?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588245916_RVJhD2xzQCDzulki&guests=1&adults=1;4;1;2;1;Entire home;310;Tavi;28;4.96;Brasov, Romania;456385;2558811
Balcescu Apartament in Historical Center;https://www.airbnb.com.ro/rooms/14207704?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&previous_page_section_name=1000&federated_search_id=e1b36ccc-71a5-462d-a527-d5950af88034;2;1;1;1;Entire home;160;Rodica;29;4.28;Brasov, Romania;4564238;2559271
Balcescu Vintage Suite;https://www.airbnb.com.ro/rooms/42582741?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588061736_Tl4DSjGDQwJpibq%2F&guests=1&adults=1;4;1;2;1;Entire home;242;Mihaela;3;5.0;Brasov, Romania;4564366;2559648
basarab 1;https://www.airbnb.com.ro/s/Brasov--Bra%C8%99ov--Ruman%C3%ADa/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&place_id=ChIJ8RSiKoZbs0ARDx45VO_y9Ww&source=structured_search_input_header&search_type=pagination&map_toggle=false&federated_search_session_id=cb4d30c4-6148-4462-8466-8ad91ab3200a&section_offset=3&items_offset=160&query=Bra%C8%99ov%2C%20Rom%C3%A2nia&checkin=2020-07-04&checkout=2020-07-05;4;1;2;1;Entire home;220;Loredana;2;0;Brasov, Romania;4564683;2560328
basarab 2;https://www.airbnb.com.ro/rooms/40725247?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588158728_Bcjv9SD1cZff1Ezq&guests=1&adults=1;2;1;1;1;Entire home;150;Loredana;2;0;Brasov, Romania;4564683;2560328
basarab 3;https://www.airbnb.com.ro/rooms/40725024?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588146547_RZCA%2FhG%2BDQrWJdeG&guests=1&adults=1;2;1;1;1;Entire home;150;Loredana;4;3.75;Brasov, Romania;4564683;2560328
basarab 4;https://www.airbnb.com.ro/rooms/40723812?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588246284_UP%2Bj%2BdgMEakoEdYf&guests=1&adults=1;2;1;0;1;Entire home;170;Loredana;1;0;Brasov, Romania;4564683;2560328
Bellevue Apartament Brasov;https://www.airbnb.com.ro/rooms/22857060?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588067921_T0rL1ogG%2Bg7fJRVb&guests=1&adults=1;5;1;2;1;Entire home;382;Rodica;18;5.0;Brasov, Romania;45646;25579
Benny's House;https://www.airbnb.com/rooms/20184905?location=Brasov&check_in=2020-07-10&check_out=2020-07-11&previous_page_section_name=1000&federated_search_id=3ea7763b-0b08-4fe4-8f0e-0bb1e99b2661;2;1;1;1;Entire home;75;Constantin119;142;4.96;Brasov, Romania;4566804;2560284
Bijou Residence (OLD TOWN);https://www.airbnb.com.ro/rooms/31200186?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588084437_t7lqcD%2FVe0VIQAwW&guests=1&adults=1;4;1;2;1;Entire home;250;Iulia;74;4.96;Brasov, Romania;4564318;2558976
Biz&Tour  Apartament;https://www.airbnb.com.ro/rooms/43008838?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588060718_AIUFpBsYTJr342Dl&guests=1&adults=1;4;2;2;2;Entire home;109;Andreea;0;0;Brasov, Romania;4565005;2560603
Blue House - room 1;https://www.airbnb.com.ro/rooms/13092550?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588227936_uBBUTPFcV5%2FXbj6k&guests=1&adults=1;2;1;1;1;Private room in apartament;110;Oliviu Grigore;12;4.91;Brasov, Romania;4565166;2558649
Blue Room Coroni Residence;https://www.airbnb.com.ro/rooms/25925792?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588232584_UrmjIm95%2BZublmCx&guests=1&adults=1;3;1;3;1;Private room in apartament;158;Codrin;1;0;Brasov, Romania;4565743;2557219
Brasov City Walls 4 g II;https://www.airbnb.com.ro/rooms/26237443?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588161807_8iwkVVGw96BmLS%2FG;4;1;2;1;Entire home;97;Emo;6;5.0;Brasov, Romania;4564284;2558829
Brasov City Walls Apartament I;https://www.airbnb.com.ro/rooms/37375840?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588245031_WZduMKEYYjLLGM98&guests=1&adults=1;2;1;1;1;Entire home;97;Emo;2;0;Brasov, Romania;4564249;255867
Brasov Cozy and quiet apartament;https://www.airbnb.com.ro/rooms/26144183?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588246710_ELgitrDkT30CF7Z%2B&guests=1&adults=1;4;2;2;1;Private room in apartament;169;Florin;35;4.60;Brasov, Romania;4564258;255865
Brasov Residence One;https://www.airbnb.com.ro/rooms/38530212?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588068052_YU8bb625D3QS7l3A&guests=1&adults=1;4;2;2;1;Entire home;200;Marian;10;5.0;Brasov, Romania;4564292;2560334
Brasov Residence Two;https://www.airbnb.com.ro/rooms/42530599?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588236925_GzAO7qvXTKhZr6Oq&guests=1&adults=1;2;1;1;1;Entire home;300;Marian;1;0;Brasov, Romania;4564292;2560334
Brasov 1 for rent;https://www.airbnb.com.ro/rooms/41120184?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588242171_MM5FYFMC4yrmCmqh&guests=1&adults=1;2;1;1;1;Entire home;120;Andreea;1;0;Brasov, Romania;4564933;256131
Brasov Sweet House;https://www.airbnb.com.ro/rooms/31344522?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588236744_j7IpntUXjXL00Ccl&guests=1&adults=1;3;1;2;1;Entire home;180;Ghiban;2;0;Brasov, Romania;4564253;2559266
BrasovApart Republicii;https://www.airbnb.com.ro/rooms/11251112?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588145878_wcmkjSj2kmdDrHVf&guests=1&adults=1;2;1;1;1;Entire home;136;Tudor;74;4.76;Brasov, Romania;45643;25592
Bright and Modern 1 near the Maill;https://www.airbnb.com.ro/rooms/42735217?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588246568_V7HR4b7sL%2BYdps6Q&guests=1&adults=1;4;1;1;1;The whole apartment in residential complex;220;Bb;0;0;Brasov, Romania;4566899;2561686
Camera dubla Priviledge Casa de Papel;https://www.airbnb.com.ro/rooms/40258796?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588147436_UGclY%2BXasORSeKI3&guests=1&adults=1;2;1;2;1;Entire home;110;Gafia;0;0;Brasov, Romania;4564675;2562425
Camere de inchiriat;https://www.airbnb.com.ro/rooms/40769207?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588234117_y9Yc2YDyWxRv3rz6&guests=1&adults=1;4;2;2;2;Entire home;90;Daniela;1;0;Brasov, Romania;4561785;2563999
Captain Apartament;https://www.airbnb.com.ro/rooms/31365963?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588244822_qGNMn9Z0zTT%2FANEo&guests=1&adults=1;6;2;3;1;Entire home;300;Marcela;11;5.0;Brasov, Romania;4563432;2557861
Casa Baciu;https://www.airbnb.com.ro/rooms/22857060?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588067921_T0rL1ogG%2Bg7fJRVb&guests=1&adults=1;6;2;3;2;Entire home;431;Diana;50;4.98;Brasov, Romania;4563833;2558731
Casa BRAD;https://www.airbnb.com.ro/rooms/27764874?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588082612_%2BWQ%2FYo%2FGu81Me5o%2B&guests=1&adults=1;8;2;4;2;Entire home;500;Brad;4;5.0;Brasov, Romania;4561589;2565789
Casa Charlot - Camera dubla 1 ;https://www.airbnb.com.ro/rooms/42151581?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588157794_YOflAxLIPCiR0Ovd&guests=1&adults=1;2;1;1;1;Private room in apartament;115;Charlota;0;0;Brasov, Romania;4566151;2559825
Casa Charlot - Camera dubla 1 ;https://www.airbnb.com.ro/rooms/42378782?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588158585_tUFzDAcrk1Z2OFsz&guests=1&adults=1;2;1;1;1;Private room in apartament;125;Charlota;0;0;Brasov, Romania;4566151;2559825
Casa Chill Brasov ;https://www.airbnb.com.ro/rooms/39512200?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588061863_iEoTqm89WK7dIhc2&guests=1&adults=1;4;1;1;1;Entire home;160;Alina;11;5.0;Brasov, Romania;4566513;2555987
Casa Crisan-Holiday house city center;https://www.airbnb.com.ro/rooms/31984604?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588063045_6oRcA7fSgePfzOFv&guests=1&adults=1;7;2;4;1;Entire home;300;Adrian;30;4.52;Brasov, Romania;4565125;2558475
Cazare De Mijloc;https://www.airbnb.com.ro/rooms/33014827?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588161714_I34Cy5Ywv%2B1Z3PXF&guests=1&adults=1;2;1;1;1;Entire home;200;Angelo;1;0;Brasov, Romania;4565341;2558805
Casa Graef 1 [ apartaments in te heart of city];https://www.airbnb.com.ro/rooms/13645983?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588233625_WvmikqqmUK0uO8%2B5&guests=1&adults=1;4;1;2;1;Entire home;245;Hajnalka;27;5.0;Brasov, Romania;4564213;2558607
Casa Shakespeare - Bran Castle  ;https://www.airbnb.com/rooms/40132177?location=Brasov&check_in=2020-07-10&check_out=2020-07-11&source_impression_id=p3_1588005142_gAF87hckIVJRdg5S&guests=1&adults=1;4;1;2;1;Private room in apartament;99;Bianca&Robert;9;4.67;Brasov, Romania;4563596;2557938
Castanilor 1;https://www.airbnb.com.ro/rooms/14207704?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&previous_page_section_name=1000&federated_search_id=e1b36ccc-71a5-462d-a527-d5950af88034;3;1;2;1;Entire home;242;Izabella;14;4.86;Brasov, Romania;456474;2560422
Centara Deluxe apartament;https://www.airbnb.com.ro/rooms/26237443?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588161807_8iwkVVGw96BmLS%2FG;6;2;4;1;Entire home;360;Miri;8;4.88;Brasov, Romania;4563764;2558735
Centara 1 apartament;https://www.airbnb.com.ro/rooms/32814155?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588060611_not1of7FwcvYAb0r;2;1;2;2;Entire home;252;Miri;15;4.87;Brasov, Romania;4563787;2558853
Central Apartament St's Martin Church;https://www.airbnb.com.ro/rooms/37676837?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588066335_4PRXo0FC%2FCzhIMd2&guests=1&adults=1;6;2;3;1;Entire home;179;Dan;38;4.92;Brasov, Romania;4565189;2559009
Central Attic Apartament;https://www.airbnb.com.ro/s/Brasov--Bra%C8%99ov--Ruman%C3%ADa/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&place_id=ChIJ8RSiKoZbs0ARDx45VO_y9Ww&source=structured_search_input_header&search_type=pagination&map_toggle=false&federated_search_session_id=cb4d30c4-6148-4462-8466-8ad91ab3200a&section_offset=3&items_offset=160&query=Bra%C8%99ov%2C%20Rom%C3%A2nia&checkin=2020-07-04&checkout=2020-07-05;4;2;2;1;Entire home;135;Gino;8;4.75;Brasov, Romania;45651;25581
