listings;url;guests; bedrooms; beds; bathrooms;room_type;price;host_name;reviews;stars;location;latitude;longitude
Charlot's House - Apartament;https://www.airbnb.com.ro/rooms/34745796?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588082484_jymjvuhb2g7qpIIk&guests=1&adults=1;4;1;1;1;Entire home;130;Charlota;31;4.90;Brasov, Romania;2560334;255998
Charming apartament located downtown;https://www.airbnb.com.ro/rooms/1488039?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588244631_V4LYsmAWZqqBSJqR&guests=1&adults=1;5;2;3;1;Entire home;218;Lucian;157;4.87;Brasov, Romania;4564094;2558915
Charming Old Town Flat with Mountain View;https://www.airbnb.com.ro/rooms/31217085?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588242929_JcLjum6%2FMrzxPLfr&guests=1&adults=1;6;1;2;1;Entire home;345;Andrei;25;4.80;Brasov, Romania;4564208;2559506
Charming 1 along the fortness walls;https://www.airbnb.com.ro/rooms/34214315?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588081303_rJSiRP0nfP8L0X%2FR&guests=1&adults=1;2;1;1;1;Entire home;116;Oana;225;4.84;Brasov, Romania;45643;25589
Charming 1 along the fortress walls;https://www.airbnb.com/rooms/16502225?location=Brasov&check_in=2020-07-10&check_out=2020-07-11&previous_page_section_name=1000&federated_search_id=3ea7763b-0b08-4fe4-8f0e-0bb1e99b2661;2;1;1;1;Entire home;137;Oana;225;;Brasov, Romania;4564217;2559521
Charming Vintage Apartament Piata Sfatului;https://www.airbnb.com.ro/rooms/33581646?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&previous_page_section_name=1000&federated_search_id=96fbd9ab-c0ed-43d2-8378-1d31d2469fd3;4;1;2;1;Entire home;150;Diana;23;4.73;Brasov, Romania;4564169;2558574
CHIC APARTAMENT ;https://www.airbnb.com.ro/rooms/42673447?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588160799_UVIxlibF2eejasSw&guests=1&adults=1;4;1;2;1;Entire home;200;Anca Elena;0;0;Brasov, Romania;4565147;255893
Chic 1 near Black Church;https://www.airbnb.com.ro/rooms/22447810?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588147120_lFRY29Kks7YvAksM&guests=1&adults=1;2;1;1;1;Entire home;185;Bianca;15;4.93;Brasov, Romania;4563987;2558563
Chill Zone Apartament;https://www.airbnb.com.ro/rooms/38577695?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588066042_Bj9oo5UgscHhTRKt&guests=1&adults=1;4;2;2;1;Entire home;295;Beatrice&Ovi;30;4.97;Brasov, Romania;456535;2558068
City Center Sunny House near Black Church+ PKG;https://www.airbnb.com.ro/rooms/31521984?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&previous_page_section_name=1000&federated_search_id=96fbd9ab-c0ed-43d2-8378-1d31d2469fd3;5;1;3;1;Entire home;178;Adriana&Bogdan;25;4.83;Brasov, Romania;45637;2558061
Comfortable 1 in central location;https://www.airbnb.com.ro/rooms/17402475?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588145832_mhqRlIE35XofGIxv;2;1;1;1;Entire home;131;Claudia;39;4.72;Brasov, Romania;4564816;2559785
Confort Ale;https://www.airbnb.com.ro/rooms/40001059?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588082659_oR7%2BuNxuhUjjb9rP&guests=1&adults=1;2;1;1;1;Entire home;135;Claudia;4;5.0;Brasov, Romania;4567461;25607307
Coucourigou 1;https://www.airbnb.com.ro/rooms/39589868?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588093766_jtBRGjUjV853dp0B&guests=1&adults=1;4;1;2;1;Entire home;194;Vlad;19;4.84;Brasov, Romania;4564018;2559161
Council Square Big Apartament;https://www.airbnb.com.ro/rooms/36374596?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588237115_cdgpuJvvz4jm1D3P&guests=1&adults=1;5;1;3;1;Entire home;180;Diana;11;4.73;Brasov, Romania;4564414;2558899
Cozy A&R Homes-Full Apartmane Brasov,Romania;https://www.airbnb.com.ro/rooms/38821577?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588066157_UHBFzjOGGAVffLKK;6;2;3;1;Entire home;242;Andreea;12;5.0;Brasov, Romania;45681;25609
Cozy apartament in the old city;https://www.airbnb.com.ro/rooms/41908561?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588158239_P0UeffYEDZlSmXUu&guests=1&adults=1;4;1;1;1;Entire home;160;Anastasia;3;4.33;Brasov, Romania;4564504;2559226
Cosy apartament near Black Church;https://www.airbnb.com.ro/rooms/22537793?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588234402_ZyqmC9Cdr3NVfP4F&guests=1&adults=1;4;1;2;1;Entire home;310;Bianca;32;4.88;Brasov, Romania;4563984;2558752
Cozy Deluxe Ap - with parking;https://www.airbnb.com.ro/rooms/21654455?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&previous_page_section_name=1000&federated_search_id=db6b2f54-1ea2-4562-9720-c60176361bc5;6;2;4;2;Entire home;411;Catalin;82;4.93;Brasov, Romania;45671;25594
Cozy flat in the heart of Brasov ;https://www.airbnb.com.ro/rooms/40361314?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588065149_P3etWYIFC6uvxM8A&guests=1&adults=1;4;1;2;1;Entire home;175;Horia;7;5.0;Brasov, Romania;4564029;255912
Cozy Green Room;https://www.airbnb.com.ro/rooms/17360734?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588147361_fac6oQiW7FIi3VwN&guests=1&adults=1;2;1;1;1;Private room in apartament;73;Simona;100;4.98;Brasov, Romania;4527082;256748
Cozy room with a perfect view of the Brasov;https://www.airbnb.com.ro/rooms/41054329?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588082539_twKjWzBdi4HtTGMe&guests=1&adults=1;2;1;1;1;Entire home;145;Tudor;5;5.0;Brasov, Romania;4564128;25592
Cozy sauna apartament with view on Black Church;https://www.airbnb.com.ro/rooms/9328313?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588162124_CfSQcZmEHEvW4VAv&guests=1&adults=1;4;1;2;1;Entire home;276;Florin;114;4.96;Brasov, Romania;4564033;2558588
Cozy 1 Old Center;https://www.airbnb.com.ro/s/Brasov--Bra%C8%99ov--Ruman%C3%ADa/homes?tab_id=home_tab&refinement_paths%5B%5D=%2Fhomes&place_id=ChIJ8RSiKoZbs0ARDx45VO_y9Ww&source=structured_search_input_header&search_type=pagination&map_toggle=false&federated_search_session_id=cb4d30c4-6148-4462-8466-8ad91ab3200a&section_offset=3&items_offset=160&query=Bra%C8%99ov%2C%20Rom%C3%A2nia&checkin=2020-07-04&checkout=2020-07-05;2;1;1;1;Entire home;160;Bogdan;34;4.79;Brasov, Romania;4564537;2560282
D&A Residence;https://www.airbnb.com.ro/rooms/42263295?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588066846_kSnTX6NbJqKdvyj5&guests=1&adults=1;2;1;1;1;Entire home;97;Alina;1;0;Brasov, Romania;457036;256002
Designer Apt in Historical Building;https://www.airbnb.com.ro/rooms/1517986?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&previous_page_section_name=1000&federated_search_id=c7d33d29-b501-4711-a4c2-bb3e2d216c43;4;1;2;1;Entire home;479;Adrian;51;4.96;Brasov, Romania;4564174;2559011
Dimitrie Cantemir ;https://www.airbnb.com.ro/rooms/34294567?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588236872_eAZ5X3%2FmkFM4wCGM&guests=1&adults=1;4;1;2;1;Entire home;220;Pamela;5;5.0;Brasov, Romania;4565159;2560364
Dragonfly Gardens - The Walnut;https://www.airbnb.com.ro/rooms/36500184?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588082850_zrNJtLGRLp75XtV2&guests=1&adults=1;2;1;1;4;Entire home;165;Kinga;20;5.0;Brasov, Romania;4563816;2561726
Dragonfly Gardens - The Walnut;https://www.airbnb.com.ro/rooms/36495144?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588160643_7xfjpKoDJPY5r8Tx&guests=1&adults=1;3;1;1;4;Private room in apartament;165;Kinga;25;5.0;Brasov, Romania;4563816;2561726
Dragonfly Gardens- The Lavander;https://www.airbnb.com.ro/rooms/36480802?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588233972_9%2Fse%2BT%2BBi0Q2vewN&guests=1&adults=1;2;1;1;4;Private room in apartament;165;Kinga;21;4.95;Brasov, Romania;4563816;2561726
Dragonfly Gardens -The Peach;https://www.airbnb.com.ro/rooms/36500195?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588232718_Wt8OS3HGVBmIz0Mv&guests=1&adults=1;3;1;1;4;Private room in apartament;165;Kinga;17;4.94;Brasov, Romania;4563816;2561726
Dragonfly 1;https://www.airbnb.com.ro/rooms/37208409?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&previous_page_section_name=1000&federated_search_id=79789f61-515f-4499-a673-6463fe2578c5;2;1;1;1;Entire home;130;Kinga;17;5.0;Brasov, Romania;4563816;2561726
DumDix;https://www.airbnb.com/rooms/30280007?location=Brasov&check_in=2020-07-10&check_out=2020-07-11&previous_page_section_name=1000&federated_search_id=3ea7763b-0b08-4fe4-8f0e-0bb1e99b2661;3;1;2;1;Entire home;158;Ditescu;22;5.0;Brasov, Romania;4565455;2559238
Eco 1;https://www.airbnb.com.ro/rooms/36649551?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588147081_AAhT741nGPt%2BpM1S;4;1;0;1;Entire home;200;Alin;1;0;Brasov, Romania;4565771;2560146
EDY'S;https://www.airbnb.com.ro/rooms/32278308?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588081981_qjsvLmtw5T%2FH04k8&guests=1&adults=1;3;1;1;1;Entire home;185;Mariana;3;5.0;Brasov, Romania;4566448;2555709
Elegant and Modern 1 in the Old Town;https://www.airbnb.com.ro/rooms/40725024?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588146547_RZCA%2FhG%2BDQrWJdeG&guests=1&adults=1;4;1;2;1;The whole apartment in residential complex;250;Bb;2;0;Brasov, Romania;4564571;2559421
ELISSA APARTAMENT;https://www.airbnb.com.ro/rooms/42239430?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588246177_FJbnSJ%2Bwy83mT%2BUo&guests=1&adults=1;4;2;2;1;The whole apartment in residential complex;150;Stelian;0;0;Brasov, Romania;4567588;2560899
Enjoy the silence;https://www.airbnb.com.ro/rooms/38347591?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588065347_oZD9hDSiGajqiFBn&guests=1&adults=1;4;1;1;1;Entire home;169;Anca;7;5.0;Brasov, Romania;4567604;2560313
Exclusive Accomodation;https://www.airbnb.com.ro/rooms/42045982?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588083885_G3zvYiHOvDNdzgyf&guests=1&adults=1;4;2;2;1;Entire home;200;Valentin;1;0;Brasov, Romania;4567424;2561299
First Class Apartament;https://www.airbnb.com.ro/rooms/42046694?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588235246_4e3AFGqsBPzc5JKd&guests=1&adults=1;4;2;2;1;Entire home;200;Valentina;0;0;Brasov, Romania;4567038;2561844
Five minutes to downtown Arthur Apartament;https://www.airbnb.com.ro/rooms/43233781?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588060834_GM76TuU%2F0wDYoYY0&guests=1&adults=1;2;1;1;1;Entire home;53;Augu;0;0;Brasov, Romania;4566193;2560528
Frenchie's Home Brasov;https://www.airbnb.com.ro/rooms/39512200?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588061863_iEoTqm89WK7dIhc2&guests=1&adults=1;2;1;1;1;Entire home;121;Mircea;2;0;Brasov, Romania;456428;2562128
Funky apartament;https://www.airbnb.com.ro/rooms/13228285?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588247156_tROBCFA2WcQ2LGwZ&guests=1&adults=1;4;2;3;1;The whole apartment in residential complex;194;Bianca;109;4.95;Brasov, Romania;4565085;255875
Gabriela's Cozy apartament;https://www.airbnb.com.ro/rooms/34383244?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588236791_9eq0phiaQUkSjcoX&guests=1&adults=1;4;2;2;2;Entire home;230;Gabriela;11;4.73;Brasov, Romania;4563684;2561816
Gemütliche Wohnung in Zentrum von Kronstadt;https://www.airbnb.com.ro/rooms/34859265?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588242978_8dZlla2OEOyOv1vI&guests=1&adults=1;3;1;3;1;Entire home;270;Andra;4;5.0;Brasov, Romania;4564318;2559105
George Enescu Guesthouse 1;https://www.airbnb.com.ro/rooms/39739220?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588234169_ZTbIvUWdl6eKedhy&guests=1&adults=1;2;1;1;1;Entire home;150;Radu;0;0;Brasov, Romania;4564298;2558976
Geppetto's;https://www.airbnb.com.ro/rooms/30495553?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588093714_ba09672i96i69d1z&guests=1&adults=1;2;1;1;1;Entire home;210;Lucian;13;5.0;Brasov, Romania;45655;25579
Green Lenses Apartament #1;https://www.airbnb.com.ro/rooms/39802132?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588242081_u0kAilaaBpkcFs24&guests=1&adults=1;6;2;3;1;Entire home;242;Horia;1;0;Brasov, Romania;4564301;2560119
Gya Residence;https://www.airbnb.com.ro/rooms/37683457?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588093664_nue8hRiuaCyDavX9&guests=1&adults=1;2;1;1;1;Entire home;130;Gyorffi;1;0;Brasov, Romania;4564215;2563461
Havana 1;https://www.airbnb.com.ro/rooms/36402693?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588146133_Kx6dZ8QRe8TyxGXy&guests=1&adults=1;2;1;1;1;Entire home;200;Daniel;14;5.0;Brasov, Romania;4564191;2559287
Helen House;https://www.airbnb.com.ro/rooms/42636882?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588158020_sJxY4NQKipsWzHgu;2;1;1;1;Entire home;150;Elena;0;0;Brasov, Romania;4564984;2561691
Holiday House SAFA Brasov;https://www.airbnb.com.ro/rooms/37212545?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588247065_nfKklBgi5NJAzs5Z&guests=1&adults=1;5;2;3;1;Entire home;433;Angela;10;5.0;Brasov, Romania;4567648;25651
Home A.D. Central Apartament 1 Room;https://www.airbnb.com.ro/rooms/37441448?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588161677_7lAYL%2BYOJryHMqCo;2;1;1;1;Private room in apartament;200;Alexadru;3;5.0;Brasov, Romania;4565206;2558463
Home of Memories;https://www.airbnb.com.ro/rooms/10145595?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588247272_PcJBRwXhJTtbMTVh&guests=1&adults=1;6;3;5;2;Entire home;281;Mariana & Sorin;126;4.97;Brasov, Romania;45652;25612
Hostel Boemia 4 shared dorm;https://www.airbnb.com.ro/rooms/7302896?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588147283_zELqQqCLX4n48mF0&guests=1&adults=1;1;1;0;3;Shared room in the apartment;68;Hostel Boemia;3;4.0;Brasov, Romania;45641;2558061
Hostel Boemia 8 shared dorm;https://www.airbnb.com.ro/rooms/3982720?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588159040_l%2FdA6Qg3niN0VUlb&guests=1&adults=1;8;1;0;1;Shared room in the apartment;58;Boemia;31;4.52;Brasov, Romania;45641;2558061
Huge Private ROOM in Brasov, Old Town Center;https://www.airbnb.com.ro/rooms/17600091?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588236665_IHBEhYuev1LSZ0Yv&guests=1&adults=1;2;1;1;1;Private room in apartament;156;Daniel;126;4.89;Brasov, Romania;45642;25594
Ilse's Apartament;https://www.airbnb.com.ro/rooms/20170524?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588162378_%2FcxfB46Gc6C%2Bw26L&guests=1&adults=1;4;1;2;1;Entire home;155;Csilla;112;4.96;Brasov, Romania;4564171;2559383
In The Heart of Brasov;https://www.airbnb.com.ro/rooms/39607146?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588245244_gFIdnQ0nLgXZTaEg&guests=1&adults=1;4;1;2;1;Entire home;550;Laura;5;4.60;Brasov, Romania;4563725;2558981
Infinity Cozy Apartament;https://www.airbnb.com.ro/rooms/42420875?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588246116_8nqwd56hHP7VVi9z&guests=1&adults=1;4;1;1;1;Entire home;350;George;0;0;Brasov, Romania;4564713;2559452
Intim Mountain City Apartament;https://www.airbnb.com.ro/rooms/22226003?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588084301_3hs9h0GVX%2FL92i7z&guests=1&adults=1;4;1;2;1;Entire home;258;Robert;14;5.0;Brasov, Romania;456365;2560855
IQ APART 1A - Brasov West;https://www.airbnb.com.ro/rooms/27772203?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588246235_I8S%2BMeyrdXzba5bj&guests=1&adults=1;4;1;2;1;Entire home;395;Iq;2;0;Brasov, Romania;4566577;2555739
IQ Apart 1B - Brasov West;https://www.airbnb.com.ro/rooms/32278308?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588081981_qjsvLmtw5T%2FH04k8&guests=1&adults=1;6;2;3;2;Entire home;320;Iq;11;4.64;Brasov, Romania;4566577;2555739
IQ Apart 2A - Brasov West;https://www.airbnb.com.ro/rooms/29247509?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588078046_Dx23ZkDJwUTQzuBk&guests=1&adults=1;4;1;2;1;Entire home;183;Iq;12;4.58;Brasov, Romania;4566655;25184013
IQ Apart 4A - Brasov West;https://www.airbnb.com.ro/rooms/29324422?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588242885_sgTjqvod8do60xO3&guests=1&adults=1;4;1;2;1;Entire home;395;Iq;12;5.0;Brasov, Romania;4566577;2555739
IQ Apart 5A - Brasov West;https://www.airbnb.com.ro/rooms/31977499?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588067858_Taqpxvq3cvJIeTST&guests=1&adults=1;2;1;1;1;Entire home;220;Iq;13;4.62;Brasov, Romania;4566577;2555739
IQ Apart 5B - Brasov West ;https://www.airbnb.com.ro/rooms/32354316?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588236581_gcgIl2hDrt%2B3I8Pn&guests=1&adults=1;2;1;1;1;Entire home;220;Iq;8;5.0;Brasov, Romania;456663;2555788
IQ Apart 5C - Brasov West;https://www.airbnb.com.ro/rooms/40534968?location=Brasov%2C%20Bra%C8%99ov%2C%20Ruman%C3%ADa&check_in=2020-07-04&check_out=2020-07-05&source_impression_id=p3_1588158532_U%2F5i9UAvXsN4ofl%2F&guests=1&adults=1;2;1;1;1;Entire home;200;Iq;0;0;Brasov, Romania;4566577;2555788
